Marca temporal,Naciste en Antas?,Cual es tu edad?,¿trabajas en Antas? ,En caso de trabajar fuera ¿donde?,¿Dónde etiquetarías tu trabajo?,¿Cuántos años lleva usted viviendo en antas?,Cuál es su nivel de estudios?,Nivel de renta (en bruto) al año,¿Tienes deudas con los bancos?,¿Ahorras una parte de tu salario?,¿Qué opinas de los impuestos?,Cuanto gastas en electricidad mensualmente,¿Estarías de acuerdo con que el ayuntamiento ayudase con las facturas de luz de los vecinos?,¿Cómo calificarías tu estado de salud general?,¿Tienes alguna condición médica crónica?,¿Con que frecuencia realizas deporte?,¿Cómo describirías la calidad de sueño?,¿Cómo describirías el equilibrio de tu alimentación?,"¿Estás satisfecho con los servicios de salud disponibles en Antas? En caso de ser no, ¿porque?",¿Has estado alguna vez en el psicólogo y/o psiquiatra?,¿Crees que ir al psicólogo implica algún estigma?,¿Crees que el ayuntamiento debería ayudar a financiar los tratamientos psicológicos de los vecinos?,¿Cuál es tu opinión sobre el cambio climático?,¿Crees que el pueblo necesita una piscina pública?,¿Qué opinión le merece el coche electrico?,¿Cual es la solución para las sequias en Almería?,¿El ayuntamiento debe hacer políticas activas para proteger el agua de Antas?,¿Consideras que la gestión de residuos en Antas es efectiva?,¿Te gustaría ver más áreas verdes o espacios públicos orientados a la sostenibilidad en Antas?,¿Crees que la Inteligencia artificial y las nuevas tecnologías son beneficiosas para la sociedad?,¿Cuál crees que son las carreras profesionales con más futuro? puedes elegir más de una opción.,¿Crees que el municipio de Antas ofrece suficientes oportunidades de empleo para los jóvenes?,¿Piensas que la conexión de Antas con las ciudades cercanas es adecuada para el desarrollo económico del municipio?,Antas es el municipio con mas empresas por habitante de Andalucía ¿por que crees que es esto?,¿consideras que es fácil montar una empresa en Antas?,¿Cómo valoras la calidad de los trabajos que hay en el municipio?,¿Cómo valorarías el pueblo de antas? elige todas las etiquetas con las que estés de acuerdo,¿Qué opinas sobre el nivel de limpieza y mantenimiento en las áreas públicas de Antas?,¿Cómo valoras el nivel de infraestructuras existentes en el pueblo?,"Cual de estas infraestructuras crees que son las mas urgentes para el pueblo? puedes elegir un máximo de 3, no es necesario que marques las 3.",¿De todas las opciones anteriores cual es la mas urgente?,¿Te gustaría que los presupuestos generales del ayuntamiento fuesen mas participativos?,¿Te gustaría que se hiciese una política innovadora de embellecimiento del pueblo? puede elegir todas las que este de acuerdo,¿Se te ocurre alguna otra medida de embellecimiento?,¿Qué expectativas tienes sobre el crecimiento del pueblo de Antas?,¿Cuál crees que es el principal problema del municipio?,¿Te gustaría que Antas creciera y fuese un pueblo más grande?,¿Crees que el ayuntamiento está haciendo lo suficiente para promover y preservar su patrimonio y tradiciones culturales?,¿Cómo valoras el patrimonio histórico de la cultura  Argarica?,¿Crees que se debe invertir más dinero en fomentar nuestra cultura argárica de cara al resto de España?,¿Crees que la feria de Antas debería ser un evento donde el ayuntamiento debe hacer un gran desembolso de dinero?,¿Cómo valoras la actividad social del pueblo?,¿Estás satisfecho con las opciones de actividades deportivas disponibles en Antas para niños y jóvenes?,"¿Crees que  la oferta de servicios deportivos en las escuelas municipales es adecuada? En caso de ser no la respuesta, explique que se podría hacer para mejorar.","¿Te gustaría que se creara un equipo de futbol Sala Sénior en el pueblo de Antas, junto a una estrategia en las escuelas deportivas para educar a los jóvenes en este deporte desde pequeños?"
12/08/2023 15:44:14,Sí,49,Sí,Donde. Se presente,Agrícola,mas de 30,ESO,10.000-18.000€,"si, pero pequeñas","si, algunos meses",las administraciones deben reducir algunos,menos de 50€,"si, pero solo a los mas necesitados",Regular,Sí,nunca,Mala,Regular,si,si,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","Si, nos harán mas productivos y facilitaran la vida",oposiciones (funcionariado),"si, somos un pueblo con pleno empleo","Si, los servicios de comunicación son adecuados",el Antuso es muy trabajador y eso hace que las empresas se sientan cómodas en Antas,"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos y de buena calidad,tradicional,bueno,"está bien, pero falta algunas infraestructuras clave para que el pueblo crezca",residencia de Ancianos,Residencia de ancianos,"no, la gestión de los presupuestos es una cuestión únicamente del equipo de gobierno",modernización estética del puente viejo y nuevo,,"Altas, creo que vamos a crecer mucho estas decadas",el suministro de Agua cada vez mas caro para el riego,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",si,Es adecuada,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
12/08/2023 15:45:52,Me vine de niño o adolescente,45,Sí,,"profesiones manuales(electricista, fontanero, etc)",mas de 30,Grado medio,30.000-40.000€,"si, y grandes","si, algunos meses",las administraciones deben reducir algunos,más de 150€,"si, pero solo a los mas necesitados",Bueno,No,nunca,Buena,Bueno,no,si,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",estoy en contra de ellos,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","si, se necesita algún que otro espacio verde más",estoy confuso con este tema,"Carreras tecnológicas (programadores, ingenieros, informaticos, etc), Carreras sociales (abogados, asistentes sociales, psicólogos, sociólogos, periodistas, etc), carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc), Carreras tradicionales ( Arquitectura, medicina, etc)","no, pero vamos por el buen camino","Si, los servicios de comunicación son adecuados",el antuso tiene una mentalidad muy emprendedora,"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tradicional, bonito, envejecido, un pueblo unido","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","piscina pública, Pabellón, construcción de nuevos parques de vivienda",Piscina,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Mayor decoración verde y arboleada, modernización estética del puente viejo y nuevo, modernización de las calles de abajo",,"Altas, creo que vamos a crecer mucho estas decadas",La seguridad,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural",creo que las inversiones actuales son adecuadas,"No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",si,Si,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
12/08/2023 15:47:07,Sí,51,Sí,,"profesiones manuales(electricista, fontanero, etc)",toda la vida,Grado superior,25.000-30.000€,no,me lo gasto todo,las administraciones deben reducirlos todos,más de 150€,"si, a todos",Excelente,No,1-2 veces por semana,Regular,Bueno,si,no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",indiferente,construcción de desaladoras,esas cuestiones son asuntos de la junta y el gobierno central,"si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","Si, nos harán mas productivos y facilitaran la vida","Carreras tradicionales ( Arquitectura, medicina, etc)","si, somos un pueblo con pleno empleo","Si, los servicios de comunicación son adecuados",buenas políticas municipales (ej: construcción de polígonos),"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos y de buena calidad,tranquilo,bueno,Creo que Antas tiene las infraestructuras adecuadas para su número de habitantes,"piscina pública, Pabellón, construcción de nuevos parques de vivienda",Piscina pública ,"no, la gestión de los presupuestos es una cuestión únicamente del equipo de gobierno",Mayor decoración verde y arboleada,No,"Altas, creo que vamos a crecer mucho estas decadas",el suministro de Agua cada vez mas caro para el riego,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","los últimos años ha mejorado, pero aun hay que animarlo más",si,Si,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
12/08/2023 15:47:47,Me vine de niño o adolescente,54,No,,Estoy en paro,mas de 30,Universitarios,5.000-10.000€,no,"si, algunos meses",las administraciones deben reducir algunos,más de 50€,"si, pero solo a los mas necesitados",Regular,Sí,nunca,Regular,Bueno,si,si,"No, todos deberíamos ir alguna vez",si,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",tienen que sustituir a los de gasolina,construcción de desaladoras,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","Si, se necesitan muchos mas espacios verdes y naturales","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc), Carreras sociales (abogados, asistentes sociales, psicólogos, sociólogos, periodistas, etc), emprendimiento empresarial, carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc)","no, debería hacerse más","Si, los servicios de comunicación son adecuados",buenas políticas municipales (ej: construcción de polígonos),"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, seguro, tradicional",bueno,"está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","piscina pública, modernización de infraestructuras hidráulicas, mejora de las carreteras de comunicación con pedanías",Piscina municipal.,no sabría que decir,"Pintar las casas con una armonía de tonalidades de color, Mayor decoración verde y arboleada, Paredes con pinturas artísticas, construir monumentos estéticos","*Ayudas del Ayuntamiento o de organismos púbicos para que los propietarios puedan arreglar y decorar sus fachadas, subvencionando productos de reconstrucción, pinturas de exterior y plantas.
*También puede pintar el Ayuntamiento las barandillas, bancos y otros objetos públicos de colores bonitos y alegres, no sólo en negro o neutros.
*Además se podrían poner toldos o marquesinas sobre algunos bancos para dar sombra en días calurosos y para protegerse en días lluviosos, y aportar descanso a los viandantes.","Altas, creo que vamos a crecer mucho estas decadas",el suministro de Agua cada vez mas caro para el riego,Creo que Antas debe crecer pero no demasiado,si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",si,"Sí es adecuada, pero podrían añadirse opciones terapéuticas para personas con discapacidades.","sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
12/08/2023 15:47:52,Me vine ya de adulto,36,Sí,,funcionario,3,Universitarios,10.000-18.000€,no,"si, todos los meses",las administraciones deben reducirlos todos,más de 150€,"si, a todos",Bueno,No,nunca,Buena,Bueno,si,no,"No, todos deberíamos ir alguna vez",si,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","Si, se necesitan muchos mas espacios verdes y naturales","no, destruirán trabajo y empobrecerán a la gente","oposiciones (funcionariado), Carreras tecnológicas (programadores, ingenieros, informaticos, etc), Carreras sociales (abogados, asistentes sociales, psicólogos, sociólogos, periodistas, etc)","si, somos un pueblo con pleno empleo","no, se necesita mas medios de comunicación públicos",buenas políticas municipales (ej: construcción de polígonos),"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos y de buena calidad,"tranquilo, seguro, rico, humilde, soso, envejecido",bueno,"está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","construcción de nuevos parques de vivienda, Cine, mayor conexión de autobús con los pueblos del resto de la comarca",Vivienda,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Mayor decoración verde y arboleada, modernización de las calles de abajo",,"Altas, creo que vamos a crecer mucho estas decadas",la perdida de valores de la juventud,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","Sí, debería ser un evento que destaque en la comarca, hay que gastar más","los últimos años ha mejorado, pero aun hay que animarlo más",si,,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
12/08/2023 15:48:03,Sí,38,No,Cuevas del Almanzora ,funcionario,mas de 30,Universitarios,30.000-40.000€,"si, pero pequeñas","si, todos los meses",las administraciones deben reducir algunos,más de 50€,"si, a todos",Excelente,Sí,1-2 veces por semana,excelente,Bueno,si,no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",tienen que sustituir a los de gasolina,construcción de desaladoras,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","Si, se necesitan muchos mas espacios verdes y naturales","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc), emprendimiento empresarial, carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc), Carreras tradicionales ( Arquitectura, medicina, etc)","si, somos un pueblo con pleno empleo","no, se necesita mas medios de comunicación públicos",el Antuso es muy trabajador y eso hace que las empresas se sientan cómodas en Antas,"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos y de buena calidad,"tranquilo, seguro, tradicional, rico, humilde, soso, envejecido, un pueblo unido, un pueblo prospero","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","piscina pública, Pabellón, construcción de nuevos parques de vivienda",,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",Mayor decoración verde y arboleada,,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",si,No me interesan ese tipo de cuestiones,"no, creo que no hay que prestar atención a este tema.","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","esta muerto, no hay nada que hacer",no,,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
12/08/2023 15:58:44,No vivo en Antas,50,No,Mojacar ,Hostelería,3,Universitarios,30.000-40.000€,"si, y grandes","si, todos los meses",las administraciones deben reducirlos todos,menos de 50€,no,Bueno,No,3-4 veces por semana,Buena,Bueno,si,no,"No, todos deberíamos ir alguna vez",no,,"no, es un despilfarro",indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","No, los espacios verdes actuales son adecuados","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc), emprendimiento empresarial, carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc)",,,buenas políticas municipales (ej: construcción de polígonos),"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",,"tranquilo, seguro, tradicional, un pueblo prospero",bueno,Creo que Antas tiene las infraestructuras adecuadas para su número de habitantes,"construcción de nuevos parques de vivienda, residencia de Ancianos, mejora de infraestructuras tecnológica, modernización de infraestructuras hidráulicas, rutas de senderismo",Residencia,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Pintar las casas con una armonía de tonalidades de color, modernización de las calles de abajo, modernizar rotondas",,"Altas, creo que vamos a crecer mucho estas decadas",el suministro de Agua cada vez mas caro para el riego,Creo que Antas debe crecer pero no demasiado,si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",,,
12/08/2023 15:58:49,Sí,47,Sí,,transporte,toda la vida,Grado medio,10.000-18.000€,"si, pero pequeñas","si, todos los meses",las administraciones deben reducir algunos,más de 150€,"si, a todos",Regular,Sí,una vez por semana,Regular,Malo,Los médicos a sueldo no se preocupan en su medida por los pacientes. Conozco un caso en antas donde (en piloto automático) mandaron a su casa alguien con cancer ignorando el dolorcillo... Esta persona falleció de cáncer. ,si,"No, todos deberíamos ir alguna vez",si,Es una mentira de la televisión,"si, cada verano hace mas calor y es totalmente necesaria",indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","Si, nos harán mas productivos y facilitaran la vida","carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc)","no, pero vamos por el buen camino","Si, los servicios de comunicación son adecuados",buenas políticas municipales (ej: construcción de polígonos),"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos y de buena calidad,"tranquilo, tradicional","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","piscina pública, Cine",Piscina sin duda. ,no sabría que decir,,Que el alcalde siga innovando en como mejorar ( como siempre hace) ,"Altas, creo que vamos a crecer mucho estas decadas",la perdida de valores de la juventud,"no, Antas es un pueblo pequeño y tranquilo y debe seguir siendo así",si,No me interesan ese tipo de cuestiones,creo que las inversiones actuales son adecuadas,"No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",si,,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
12/08/2023 16:03:13,Sí,Setenta y dos ,No,Soy jubilado ,Soy jubilado,toda la vida,Grado medio,18.000-25.000€,no,"si, todos los meses",las administraciones deben reducir algunos,más de 100€,"si, pero solo a los mas necesitados",Excelente,No,5 o mas,Buena,Muy sano,si,no,"No, pero creo que hoy día se va por cualquier cosa",estoy indeciso,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","Si, se necesitan muchos mas espacios verdes y naturales",estoy confuso con este tema,emprendimiento empresarial,"no, pero vamos por el buen camino","Si, los servicios de comunicación son adecuados",el Antuso es muy trabajador y eso hace que las empresas se sientan cómodas en Antas,"no, el ayuntamiento debería apoyar mas a los jóvenes emprendedores",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, seguro, aburrido, un pueblo prospero",bueno,"está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","piscina pública, construcción de nuevos parques de vivienda, mejora de las carreteras de comunicación con pedanías",,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",modernizar rotondas,,"Altas, creo que vamos a crecer mucho estas decadas",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","los últimos años ha mejorado, pero aun hay que animarlo más",si,,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
12/08/2023 16:13:48,No vivo en Antas,57,No,Bedar ,"profesiones manuales(electricista, fontanero, etc)",mas de 20,Universitarios,10.000-18.000€,"si, pero pequeñas","no llego a final de mes, pero me gustaría ahorrar",si se gestionases bien y me ofrecen buenos servicios publicos estaría dispuesto a pagar más,más de 50€,"si, a todos",Bueno,No,3-4 veces por semana,Buena,Bueno,si,si,"No, todos deberíamos ir alguna vez",si,Es un problema que debemos afrontar entre todos,"no, es un despilfarro",tienen que sustituir a los de gasolina,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","Si, se necesitan muchos mas espacios verdes y naturales",estoy confuso con este tema,emprendimiento empresarial,"no, debería hacerse más","no, se necesita mas medios de comunicación públicos",buenas políticas municipales (ej: construcción de polígonos),"no, el ayuntamiento debería apoyar mas a los jóvenes emprendedores",Hay muchos trabajos pero gran parte de ellos son de mala calidad,tranquilo,"bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","residencia de Ancianos, parques y espacios verdes con agua, modernización de infraestructuras hidráulicas",Todas ,,,"Más parques verdes
","Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","los últimos años ha mejorado, pero aun hay que animarlo más",si,"No tengo hijos en edad escolar
","no, las escuelas deportivas deben seguir apostando por el futbol 7"
12/08/2023 16:13:49,Me vine ya de adulto,40,Sí,,Empresario,4,Otro,18.000-25.000€,"si, y grandes",me lo gasto todo,las administraciones deben reducir algunos,más de 100€,"si, a todos",Excelente,No,3-4 veces por semana,Buena,Bueno,Creo que está saturado,si,"No, todos deberíamos ir alguna vez",si,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",tienen que sustituir a los de gasolina,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","Si, se necesitan muchos mas espacios verdes y naturales","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc), Carreras sociales (abogados, asistentes sociales, psicólogos, sociólogos, periodistas, etc), emprendimiento empresarial","no, pero vamos por el buen camino","Si, los servicios de comunicación son adecuados",el antuso tiene una mentalidad muy emprendedora,"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, seguro, tradicional, bonito",bueno,"está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","mercado local, mejora de las carreteras de comunicación con pedanías, mayor conexión de autobús con los pueblos del resto de la comarca",La mejora de las carreteras,no sabría que decir,Mayor decoración verde y arboleada,,"Altas, creo que vamos a crecer mucho estas decadas",la perdida de valores de la juventud,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, tal y como está hay un buen equilibrio calidad-gasto",considero que es un pueblo muy animado,si,,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
12/08/2023 16:14:22,Sí,44 años ,Sí,No,,toda la vida,no tengo estudios,10.000-18.000€,"si, pero pequeñas","no llego a final de mes, pero me gustaría ahorrar",las administraciones deben reducir algunos,más de 100€,"si, pero solo a los mas necesitados",Bueno,No,1-2 veces por semana,Buena,Bueno,si,no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",estoy en contra de ellos,,"no, eso es cuestion del sector privado","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","no, destruirán trabajo y empobrecerán a la gente","Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","no, debería hacerse más",,el antuso tiene una mentalidad muy emprendedora,"no, el ayuntamiento debería apoyar mas a los jóvenes emprendedores",Hay muchos trabajos y de buena calidad,un pueblo prospero,"bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno",Pabellón,Mejorar los parques y espacios verdes y pabellón ,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",modernización de las calles de abajo,No la limpieza sobre todo ,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,Creo que Antas debe crecer pero no demasiado,si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","los últimos años ha mejorado, pero aun hay que animarlo más",si,Siii,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
12/08/2023 16:18:34,Sí,45,Sí,Vera,"profesiones manuales(electricista, fontanero, etc)",toda la vida,ESO,10.000-18.000€,"si, y grandes","si, algunos meses",las administraciones deben reducir algunos,más de 100€,"si, pero solo a los mas necesitados",Bueno,No,1-2 veces por semana,Regular,Bueno,si,si,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"no, es un despilfarro",indiferente,construcción de desaladoras,esas cuestiones son asuntos de la junta y el gobierno central,"No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","si, se necesita algún que otro espacio verde más",estoy confuso con este tema,"carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc)","si, somos un pueblo con pleno empleo","Si, los servicios de comunicación son adecuados",buenas políticas municipales (ej: construcción de polígonos),"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, seguro, tradicional, rico, humilde, bonito, dinamico, un pueblo unido, un pueblo prospero","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","Pabellón, construcción de nuevos parques de vivienda, residencia de Ancianos",Construcciones de nuevos parques de viviendas,no sabría que decir,"modernización estética del puente viejo y nuevo, modernizar rotondas",,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,Creo que Antas debe crecer pero no demasiado,si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","Sí, debería ser un evento que destaque en la comarca, hay que gastar más","los últimos años ha mejorado, pero aun hay que animarlo más",no,,
12/08/2023 16:22:46,Sí,42,Sí,,administrativo,mas de 30,Grado superior,30.000-40.000€,"si, pero pequeñas","si, algunos meses",las administraciones deben reducirlos todos,más de 50€,"si, a todos",Bueno,No,nunca,Buena,Bueno,si,no,"No, todos deberíamos ir alguna vez",si,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",indiferente,construcción de desaladoras,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más",estoy confuso con este tema,"oposiciones (funcionariado), emprendimiento empresarial","no, pero vamos por el buen camino","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos y de buena calidad,"tranquilo, humilde","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","piscina pública, Pabellón",Piscina ,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","modernización estética del puente viejo y nuevo, construir monumentos estéticos",No,"Bajas, no creo que cambien demasiado",La seguridad,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural",creo que las inversiones actuales son adecuadas,"No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",no,Si,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
